cluster,size,cx,cy,targetid,tileid,fiber
91,547,15.337812,16.67666,2305843020546709495,42514,1464
92,547,19.031252,22.204985,39627796951081107,82265,1882
93,543,16.355753,17.375933,39633418702555553,80726,4981
94,553,15.448673,18.120275,39633154276856010,9691,908
95,516,15.568938,14.401159,2305843017694587892,42640,1934
96,519,22.866844,11.738843,39627983144618419,9660,3416
97,527,25.524477,15.616172,39627787773937892,68,1626
98,519,15.313284,12.624486,2305843040746574967,42070,1593
99,513,24.596786,13.345783,39627963116815699,8932,2014
100,526,24.38809,16.054762,39628279019210539,21113,1997
101,508,20.039959,20.90024,2305843012342765553,40666,4301
102,522,24.19668,15.0004015,39627811761163939,10819,4906
103,539,23.688383,14.1103735,2305843012028074620,40716,2890
104,544,24.387506,17.153465,39627621604000412,9341,1538
105,535,18.9586,20.942654,2305843020009840089,42538,4269
106,526,21.153065,20.927227,2305843042969601719,40333,1220
107,526,19.061401,12.750194,2305843031552579147,42854,3537
108,529,23.731142,12.455025,2305843051970448965,41777,3860
109,512,21.942778,12.620099,2305843031007395993,41242,32
110,512,19.972599,12.296432,2305843020982914505,41646,4444
111,485,20.929834,12.474445,39627824557982224,4246,1942
112,547,22.017593,20.334682,39089837491361565,83282,209
113,535,17.226616,19.415285,39633483500357042,80956,771
114,517,16.542974,15.131556,39627784959565776,21739,1818
115,530,16.482092,16.162884,2305843017128351115,42667,4747
116,506,22.958673,19.883379,2305843029283451741,42007,3338
117,511,23.543985,19.05329,39633435643348449,23150,3894
118,504,24.135687,18.238806,39633451296493298,20030,3293
119,540,22.88534,13.359583,39628352067212774,21777,2896
120,553,16.923513,18.435059,39627933274345373,7383,4599
121,510,17.762259,13.229002,39627775576900408,20460,63
122,534,16.304518,13.439548,39633215735991920,25631,3926
123,514,18.165926,20.128242,39628010063662291,24645,4277
124,24604,20.449131,16.634043,39628517733828168,80895,796
125,533,17.164658,14.207236,2305843012275644864,40703,3208
