cluster,size,cx,cy,targetid,tileid,fiber
95,463,2.400994,-14.804955,39627655112296872,23721,3284
96,493,0.21435441,-18.222406,39627672376055185,21569,2910
97,522,5.838675,-14.906319,39627758174733409,228,4929
98,473,6.310011,-14.258053,39627351608266510,8741,234
99,484,0.6593215,-19.543217,39627902928553516,152,1286
100,474,7.656172,-16.51029,39627825065498246,20406,1432
101,515,8.049736,-17.307613,39627986424563086,25152,1504
102,521,1.350944,-18.914707,39628037016259124,2224,449
103,504,1.2377136,-18.018845,39633278155622775,6640,2660
104,459,1.159623,-21.302853,39633407822531835,92,1549
105,443,1.6262859,-17.205006,39627793268476832,21521,74
106,460,1.7063899,-16.440138,39633235981894777,23529,1839
107,499,2.000937,-19.770681,39627947212016876,2270,2522
108,424,1.5548891,-20.425093,39633414176901642,544,4253
109,467,8.663673,-19.670458,39627929906318754,22606,3475
110,516,7.9701967,-19.159523,39628435714212509,25981,470
111,443,6.700942,-15.401322,39628378130615460,21359,99
112,440,7.3551207,-15.703671,39628198895420227,24200,838
113,473,5.455812,-21.223198,39627456155492421,4820,4383
114,428,5.405854,-22.003248,3155453991190528,8666,696
115,456,8.88153,-21.017803,39633117551529608,25073,3349
116,596,2.7914639,-20.615356,39628158491689304,25797,2243
117,475,4.457543,-21.488565,39633244538274249,24308,2520
118,569,7.3503776,-19.993359,39627727023639338,9310,473
119,496,7.971046,-20.627846,39628001842826984,5128,4678
120,513,7.943199,-18.244797,39627969634767616,9230,1648
121,472,3.4594457,-14.752159,39628335898169229,25122,1793
122,559,3.7740061,-20.968344,39627716030373289,10476,3091
123,18182,4.707462,-17.92827,39633402655149763,21641,1453
124,464,6.3561363,-20.689672,39627657507245047,6566,1403
125,448,6.796071,-21.273886,39627690340254226,26227,2314
