TILEID,SURVEY,PROGRAM,FAPRGRM,NEXP,EXPTIME_TOTAL,AIRMASS_MEAN,SEEING_ETC_MEAN,SEEING_GFA_MEAN,TRANSPARENCY_GFA_MEAN,SKY_MAG_AB_GFA_MEAN,SKY_MAG_G_SPEC_MEAN,SKY_MAG_R_SPEC_MEAN,SKY_MAG_Z_SPEC_MEAN,EBV_MEAN
5608,main,dark,dark,1,1038.735474,1.285092,0.974560,1.019887,1.028217,21.281092,22.212363,21.401966,19.587131,0.050646
5609,main,dark,dark,1,1312.633301,1.335893,1.099841,1.007851,0.977149,21.085285,21.836562,21.132014,19.599391,0.064836
5610,main,dark,dark,1,1146.529419,1.254327,1.003979,1.085992,1.022481,21.347350,22.186834,21.387214,19.642670,0.109320
5611,main,dark,dark,1,1240.863770,1.316670,1.278153,0.989565,1.042018,21.096804,22.093483,21.175582,19.188486,0.084360
5612,main,dark,dark,2,2253.745117,1.219893,1.398762,1.531179,1.042681,21.303676,22.089618,21.378853,19.754516,0.042430
5613,main,dark,dark,1,975.533508,1.273740,0.827407,0.930050,1.074245,21.056472,22.106502,21.164948,19.169824,0.060308
5614,main,dark,dark,1,1616.821899,1.335739,1.137503,1.062857,1.042566,20.971283,21.558704,20.961779,19.315913,0.066250
5627,main,dark,dark,3,3882.078064,1.225672,1.224065,1.148875,0.751206,20.712074,21.885713,20.805555,18.917747,0.060930
5630,main,dark,dark,1,1131.245239,1.201530,1.011160,0.963925,1.020268,21.028199,22.050503,21.090649,18.993551,0.038140
5631,main,dark,dark,1,1394.090942,1.492069,0.958585,0.865624,1.020157,20.811810,21.797803,20.877207,18.945757,0.100269
5632,main,dark,dark,1,1059.886108,1.205137,0.812228,0.723549,0.924082,21.012109,21.915542,21.048701,19.091149,0.040140
5633,main,dark,dark,1,1304.548706,1.202355,1.003659,0.922194,1.008066,20.753504,21.212708,20.741610,19.207133,0.024357
5634,main,dark,dark,2,2241.043396,1.207315,1.065782,1.381072,0.987933,21.092198,22.136871,21.193794,19.246720,0.033402
5635,main,dark,dark,1,1226.165161,1.188729,0.959533,0.929822,1.045512,20.718980,21.283192,20.782439,19.135327,0.033526
5636,main,dark,dark,1,1292.584351,1.158023,1.019887,1.012204,1.059739,20.596345,21.927986,20.971986,19.396386,0.033724
5637,main,dark,dark,2,3084.896606,1.216950,0.791626,0.931131,1.054657,19.743414,19.653066,19.784580,19.118584,0.051735
5638,main,dark,dark,1,1039.192871,1.219664,0.894537,0.933941,1.036541,21.057632,22.090186,21.149584,19.249162,0.066627
5639,main,dark,dark,1,1073.850830,1.248608,1.023917,1.048174,1.037121,21.209318,22.098117,21.268460,19.344366,0.045825
5640,main,dark,dark,1,1246.518188,1.244664,1.121784,1.024325,1.011813,20.876662,21.261355,20.934004,19.302414,0.036999
5641,main,dark,dark,1,1028.589478,1.204790,0.951777,1.015423,1.068749,21.120057,21.996286,21.143116,19.194069,0.045765
5642,main,dark,dark,1,883.461487,1.141671,0.765628,0.834731,1.099579,20.946140,21.992537,20.996596,19.369830,0.020254
5643,main,dark,dark,2,1881.482727,1.181657,0.944260,0.944562,0.975368,20.600221,21.635836,20.631029,18.823307,0.018770
5644,main,dark,dark,2,1989.107239,1.164547,1.187797,1.191355,0.956901,20.454919,21.165015,20.513647,19.299465,0.038182
5645,main,dark,dark,1,1144.866089,1.119031,0.980290,0.964355,1.068179,20.587115,21.811169,20.859038,19.279417,0.028367
5646,main,dark,dark,1,1092.431763,1.254690,1.026736,1.026391,1.049830,21.133917,22.095897,21.241467,19.286636,0.030248
5647,main,dark,dark,1,1045.746826,1.255355,0.942131,0.958889,1.059972,20.624847,21.985203,20.959528,19.381313,0.030975
5648,main,dark,dark,1,1012.100891,1.220314,0.911656,0.889605,1.088963,21.098529,22.064505,21.195137,19.442655,0.047209
5649,main,dark,dark,1,1129.978760,1.277737,1.005619,0.893727,1.038824,20.677570,21.814017,20.773911,19.073196,0.034835
5650,main,dark,dark,1,1166.704956,1.333437,1.045487,1.135406,1.075069,21.308554,21.984263,21.214669,19.384145,0.036678
5651,main,dark,dark,1,1249.744141,1.312923,1.068428,0.949895,1.044495,20.758245,21.844110,20.818190,19.120021,0.021932
5652,main,dark,dark,1,1220.323120,1.363720,0.855472,0.851721,1.055451,20.505310,21.806653,20.589016,18.652376,0.021073
5653,main,dark,dark,1,1413.014038,1.323191,1.284303,1.204293,0.992204,21.056301,21.930631,21.159275,19.431093,0.021521
5654,main,dark,dark,1,957.655029,1.394158,1.042372,1.001605,1.025067,21.114408,21.986578,21.195561,19.307418,0.016387
5655,main,dark,dark,3,2501.725861,1.248163,1.764696,1.427942,1.073961,20.742987,21.592928,20.803809,19.103587,0.030088
5656,main,dark,dark,1,1437.772339,1.126667,1.080887,1.122682,1.059120,20.553870,21.755181,20.905515,19.516203,0.037967
5657,main,dark,dark,1,1620.662720,1.119068,0.915792,0.977438,1.089983,20.453499,21.636918,20.510433,18.416001,0.040783
5658,main,dark,dark,1,1191.040771,1.100400,1.041659,0.972138,0.967164,21.003680,21.844074,21.065316,19.367211,0.028926
5659,main,dark,dark,1,1516.866577,1.303028,1.260516,1.126993,1.035821,20.786737,21.186473,20.855875,19.153082,0.034834
5660,main,dark,dark,1,1137.323364,1.371070,1.077800,1.101679,1.049476,21.141160,22.165918,21.271849,19.180246,0.035541
5661,main,dark,dark,2,2591.670288,1.393853,1.113241,1.554249,1.005840,20.883113,21.995909,21.073813,19.502928,0.038038
5662,main,dark,dark,1,1111.785156,1.319776,0.924153,0.876711,1.066493,20.560068,21.871854,20.825727,19.369180,0.056990
5663,main,dark,dark,3,3396.698486,1.403213,1.615021,1.417141,1.060059,20.569686,21.223603,20.650214,19.311447,0.070263
5664,main,dark,dark,1,1181.602905,1.207036,0.814817,0.859256,1.073071,20.646740,21.758205,20.721556,18.928687,0.047707
5665,main,dark,dark,1,1034.000854,1.264775,0.801275,0.811499,1.086213,20.667410,21.792112,20.744761,18.929444,0.032348
5666,main,dark,dark,1,1180.050293,1.194539,0.957566,1.084570,1.038206,21.160926,22.200066,21.299658,19.428872,0.039385
5667,main,dark,dark,2,2162.113220,1.188995,1.021381,0.891511,1.044625,19.953550,20.594292,20.115996,18.943445,0.052245
5668,main,dark,dark,1,1253.488037,1.138387,1.035534,1.087109,1.059990,20.548717,21.760866,20.907911,19.509345,0.027729
5669,main,dark,dark,2,2072.489990,1.117736,1.084660,1.182519,1.067150,20.804663,21.856403,20.834050,18.814451,0.030460
5670,main,dark,dark,1,746.519104,1.130900,0.767854,0.830615,1.086878,21.159776,22.085200,21.262431,19.562437,0.031131
5671,main,dark,dark,1,1238.238892,1.179548,0.990623,0.927525,1.035192,20.755656,21.292438,20.806686,19.104391,0.042155
5672,main,dark,dark,2,1406.502075,1.152840,1.039161,0.934688,1.023250,20.554108,21.551884,20.604521,18.793415,0.029871
5673,main,dark,dark,1,1054.183472,1.202850,1.263113,1.001483,1.056949,21.091365,21.977154,21.148063,19.238163,0.064146
5674,main,dark,dark,3,3097.105591,1.237013,0.936730,0.948999,0.746262,20.342124,21.521848,20.572609,19.260326,0.044871
5675,main,dark,dark,1,1115.097900,1.319680,1.139024,1.117274,1.050102,21.296662,22.061201,21.345906,19.844838,0.043493
5676,main,dark,dark,2,2404.188843,1.379120,1.321302,1.155473,0.829097,20.856352,21.772989,20.933675,19.216769,0.062589
5677,main,dark,dark,1,1749.875000,1.308453,1.095739,1.205199,1.083956,20.629917,21.936262,20.910848,19.193174,0.042085
5678,main,dark,dark,1,1103.372437,1.256662,1.102593,0.922964,1.077432,20.616635,21.913557,20.949728,19.472243,0.056919
5679,main,dark,dark,1,1230.326294,1.315309,1.076250,1.145455,1.026153,21.291403,22.037476,21.335197,19.861129,0.048252
5680,main,dark,dark,1,966.800171,1.207044,0.888045,0.967959,1.101282,21.140878,22.026334,21.152364,19.202081,0.047868
5681,main,dark,dark,2,1740.133301,1.200378,1.262069,1.162895,1.030765,20.986554,21.900484,21.104010,19.422667,0.033600
5682,main,dark,dark,1,1622.058350,1.403520,1.292446,1.194908,1.047390,20.996428,21.864696,21.036912,19.209258,0.042344
5683,main,dark,dark,2,1755.874329,1.313523,1.193873,1.210682,1.041314,21.021824,21.936181,21.125764,19.257023,0.033971
5684,main,dark,dark,2,2040.392761,1.429327,1.502820,1.263698,1.025953,20.848589,21.969592,20.912430,19.107488,0.037832
5685,main,dark,dark,1,1060.315552,1.355417,0.899384,0.863408,1.028865,20.953404,21.937355,21.013065,19.403608,0.027039
5686,main,dark,dark,2,2003.363708,1.076903,0.878061,0.910302,0.894163,20.425564,21.581547,20.514802,18.972103,0.045258
5687,main,dark,dark,1,1188.374756,1.244464,1.051425,1.115387,1.020055,21.427292,22.002465,21.240977,19.456800,0.041126
5688,main,dark,dark,1,1614.665894,1.244456,1.370568,1.334097,1.035002,21.109771,22.050305,21.219766,19.423694,0.041616
5689,main,dark,dark,1,1611.021851,1.375627,0.978844,1.028313,1.045192,20.363004,21.469150,20.579730,18.973477,0.036316
5691,main,dark,dark,1,1146.719849,1.053247,1.103748,1.049806,1.117787,21.240171,21.932681,21.230147,19.443643,0.041279
5692,main,dark,dark,1,1019.246399,1.005394,1.170766,1.106647,1.124754,21.222325,22.119266,21.265190,19.334058,0.016052
5695,main,dark,dark,1,1067.203613,1.165488,0.958880,0.957582,1.067969,20.736531,21.298587,20.831442,19.264766,0.027620
5696,main,dark,dark,2,1429.793365,1.205394,1.056104,1.018444,1.148756,21.095743,21.855438,21.121516,19.465310,0.033214
5697,main,dark,dark,1,858.125244,1.017187,1.005818,0.896022,1.003116,21.171274,22.235174,21.231315,19.363491,0.016912
5698,main,dark,dark,1,1020.669189,1.189848,0.984147,1.027233,1.114327,21.115889,21.965164,21.161612,19.298431,0.040168
5699,main,dark,dark,1,833.028748,1.127365,0.826133,0.933671,1.115669,21.317915,22.024169,21.317092,19.589062,0.023385
5700,main,dark,dark,1,1062.627441,1.195355,0.849176,0.828787,1.001770,20.920078,21.936711,21.056574,19.100927,0.066361
5766,main,dark,dark,1,1501.540405,1.152162,1.145609,1.073919,0.937021,21.256526,21.911884,21.374768,19.748889,0.081699
5774,main,dark,dark,1,1092.644653,1.115712,0.930513,0.928993,0.943258,21.479368,22.107783,21.536028,20.174987,0.073058
5778,main,dark,dark,1,1500.140991,1.243795,1.178094,1.035598,0.952561,21.141853,21.884905,21.203429,19.407541,0.061419
5779,main,dark,dark,1,1432.906738,1.237394,1.092639,1.012855,0.962772,21.177908,21.968877,21.222657,19.435856,0.063802
5780,main,dark,dark,2,1807.710388,1.198256,1.227278,1.109000,1.019449,20.785360,21.921282,20.876473,18.712272,0.048835
5781,main,dark,dark,1,1251.588745,1.230657,0.807899,0.899133,0.988829,20.767970,21.785313,20.866805,18.780232,0.047238
5782,main,dark,dark,2,2834.413208,1.311707,1.335962,1.431459,0.986696,21.059301,21.773713,21.056851,19.332149,0.080266
5783,main,dark,dark,1,1153.888794,1.206674,0.869696,0.957730,1.002256,20.849419,21.932684,20.965243,19.027260,0.057092
5784,main,dark,dark,1,1360.227295,1.209271,1.374353,1.079567,1.021334,20.960462,21.895640,21.063356,19.245032,0.111011
5785,main,dark,dark,1,1453.128906,1.160002,0.943322,0.829000,1.012166,20.402707,20.456789,20.400963,19.661360,0.041345
5786,main,dark,dark,1,776.186646,1.156293,0.905742,0.823349,1.024213,21.103242,22.132706,21.171872,19.107178,0.030938
5787,main,dark,dark,1,1137.757080,1.187129,1.130739,1.076420,1.052778,21.022415,22.070038,21.086744,19.081507,0.053720
5788,main,dark,dark,1,1610.079346,1.278121,0.910201,1.047593,0.953996,20.922574,21.743678,20.979840,18.949489,0.043639
5789,main,dark,dark,1,1116.080811,1.269155,0.984888,0.979906,1.033053,21.142819,21.917324,21.206770,19.548906,0.031255
5790,main,dark,dark,1,1047.484009,1.169917,1.114592,0.925259,0.987368,21.137491,21.960292,21.172032,19.579281,0.044115
5791,main,dark,dark,2,1656.094421,1.175691,1.078483,1.127136,1.025179,20.985997,21.774561,21.052088,19.178664,0.060746
5792,main,dark,dark,2,1996.538635,1.215409,0.862130,0.954392,0.909729,20.831875,21.796364,20.896849,19.039026,0.157547
5793,main,dark,dark,2,1358.796753,1.183970,1.004294,0.988216,1.022140,20.997758,21.840077,21.073831,19.232117,0.069796
5794,main,dark,dark,2,2003.916992,1.140587,0.975866,1.048859,1.000528,20.613636,21.044203,20.691320,19.208724,0.043120
5795,main,dark,dark,1,1676.737549,1.182302,1.125673,1.181642,0.956986,21.146134,21.943115,21.166736,19.644468,0.102797
5796,main,dark,dark,1,1003.609619,1.147289,0.879386,0.874854,0.998029,21.029144,22.020657,21.124855,19.173216,0.043464
5797,main,dark,dark,3,3437.078552,1.205264,1.356294,1.503456,0.964622,21.138137,22.056905,21.197440,19.285780,0.105077
5798,main,dark,dark,1,1046.568481,1.153931,0.954329,0.925150,0.981320,21.005394,22.050047,21.136833,19.177975,0.057826
5799,main,dark,dark,3,3018.332336,1.311373,0.910716,0.863363,0.665297,20.822313,21.708204,20.891703,19.133133,0.069676
5800,main,dark,dark,1,1008.912964,1.136761,0.832289,0.843679,0.911604,21.258474,22.072834,21.317766,19.766367,0.050902
5801,main,dark,dark,2,2200.434692,1.113817,1.506115,1.406610,0.999705,21.057455,21.873602,21.128270,19.317019,0.045652
5802,main,dark,dark,1,1036.779907,1.117152,1.029040,0.933597,1.007910,21.175826,21.965658,21.244391,19.192466,0.046648
5803,main,dark,dark,2,1986.452454,1.129366,1.138894,1.209141,1.006953,20.967507,21.351159,21.036349,19.400813,0.034569
5804,main,dark,dark,1,1721.294067,1.099076,1.112535,1.093416,0.991882,20.775830,20.911631,20.815278,19.628362,0.035034
5805,main,dark,dark,3,3599.403809,1.273031,1.584279,1.603212,0.977723,21.204202,21.959212,21.242941,19.436805,0.082906
5806,main,dark,dark,2,2081.980042,1.261572,0.993907,1.047386,0.955868,20.888808,21.740342,20.942548,18.867887,0.075239
5807,main,dark,dark,2,1948.265137,1.222791,1.085268,1.220342,0.995083,21.085212,21.891578,21.129426,19.499759,0.040784
5808,main,dark,dark,1,1420.190063,1.260598,1.010917,0.976248,1.004257,20.723958,21.407059,20.820027,18.858269,0.033118
5809,main,dark,dark,2,1929.296814,1.180541,1.503818,1.382444,1.002287,21.154572,22.026463,21.267091,19.463074,0.046156
5810,main,dark,dark,1,1155.187866,1.145905,1.257547,1.038271,0.998379,21.233160,22.018134,21.302096,19.759552,0.036165
5811,main,dark,dark,1,1135.912476,1.113614,0.883930,0.976164,0.930262,21.232005,21.843564,21.208666,19.915770,0.025567
5812,main,dark,dark,2,1834.814270,1.080488,1.289083,1.177483,0.941309,21.005562,21.724917,21.097802,19.180195,0.029495
5813,main,dark,dark,2,2969.671387,1.098386,1.049461,1.162278,0.981816,20.184796,20.285600,20.278190,19.710500,0.024929
5814,main,dark,dark,2,2331.621338,1.092090,1.315941,1.358341,0.934294,21.008724,21.772598,21.106114,19.097189,0.026595
5815,main,dark,dark,2,2393.508789,1.119198,1.077244,1.193070,1.033273,20.692879,20.833399,20.742890,19.716364,0.030981
5816,main,dark,dark,2,2131.143738,1.142649,1.019048,1.145003,0.846738,20.964688,22.090634,21.021980,18.880914,0.031052
5817,main,dark,dark,1,1062.933350,1.108677,0.892516,1.000868,1.064341,21.243798,22.062973,21.273834,19.426855,0.025261
5818,main,dark,dark,1,1099.272583,1.171216,1.087779,0.984453,1.094776,20.859315,21.955432,20.952516,18.827500,0.027903
5819,main,dark,dark,2,2989.062012,1.212688,1.180193,1.263693,0.879257,20.669207,21.293859,20.746123,19.361650,0.039576
5820,main,dark,dark,1,1090.731689,1.092934,0.816661,0.884484,1.006840,21.082462,21.920510,21.117769,19.253246,0.024630
5821,main,dark,dark,1,806.734192,1.068853,0.889474,0.818919,1.052782,21.246694,22.067344,21.220677,19.206840,0.027847
5822,main,dark,dark,2,1086.594437,1.068042,0.938489,0.887975,1.025162,21.213894,21.824042,21.223313,19.573506,0.023430
5823,main,dark,dark,1,1087.115112,1.129794,1.078793,0.966265,0.967162,21.161725,22.170765,21.209507,19.223506,0.029471
5824,main,dark,dark,1,820.011841,1.076340,0.816071,0.833002,0.970265,21.364954,22.058945,21.407311,19.851612,0.028179
5825,main,dark,dark,1,1112.917969,1.083556,1.080085,0.936477,0.923645,21.178263,22.116538,21.353880,19.454704,0.032161
5826,main,dark,dark,1,902.691711,1.054500,0.947815,0.913724,0.944631,21.328334,22.110211,21.380316,19.436290,0.027118
5827,main,dark,dark,1,913.541382,1.057657,0.940357,0.913453,0.969209,21.276775,22.099071,21.378726,19.456609,0.025385
5828,main,dark,dark,1,1042.597778,1.102292,0.900638,1.000379,1.027355,21.182079,21.979676,21.277008,19.217249,0.036177
5829,main,dark,dark,2,2377.435059,1.178259,1.367014,1.263312,0.986980,21.024273,21.982062,21.096886,19.264149,0.101369
5830,main,dark,dark,1,1126.260132,1.035383,0.989960,1.065225,1.042542,21.108790,22.006733,21.186210,19.253247,0.032190
5831,main,dark,dark,1,798.900940,1.048525,0.768422,0.887602,1.124925,21.100601,22.024492,21.136640,19.006815,0.022687
5832,main,dark,dark,2,2835.420898,1.137635,1.282360,1.643404,0.984629,21.128086,22.059354,21.172082,19.189032,0.024877
5833,main,dark,dark,2,1863.327087,1.115368,0.997448,1.101109,0.999638,20.757061,20.938921,20.833330,19.626248,0.036661
5835,main,dark,dark,2,2573.684692,1.425467,1.056988,1.330875,1.163458,20.667420,21.818996,20.725530,18.828285,0.024843
5836,main,dark,dark,1,1698.880005,1.417681,1.663831,1.137506,1.112371,20.995833,21.858092,21.001247,19.400754,0.023253
5837,main,dark,dark,1,1004.073181,1.317117,0.890122,0.956342,1.124925,21.217870,21.923064,21.241510,19.592666,0.041956
5839,main,dark,dark,2,3123.771362,1.490806,1.360930,1.551448,1.154559,20.770500,21.822262,20.831357,18.814117,0.021108
5843,main,dark,dark,2,2468.498047,1.332669,1.200304,1.392356,1.099604,20.835490,21.827220,20.927622,19.442172,0.032373
5844,main,dark,dark,1,1196.671387,1.310129,0.981951,0.889222,1.171623,20.707329,21.866554,20.778971,18.707124,0.035764
5845,main,dark,dark,1,894.140686,1.264711,0.841700,0.826836,1.235253,21.101161,21.889052,21.131608,19.395521,0.061356
5846,main,dark,dark,2,2144.276611,1.283958,0.828607,0.855093,1.180046,19.982661,20.042075,20.018546,18.995160,0.048260
5847,main,dark,dark,1,841.862366,1.232134,0.795622,0.840636,1.187907,21.108136,21.907180,21.145436,19.423400,0.039092
5856,main,dark,dark,3,2749.007385,1.455483,1.319462,1.358128,1.114601,20.697379,21.652274,20.737616,18.745360,0.027098
5857,main,dark,dark,1,876.066223,1.304966,0.814911,0.823679,1.156712,20.976653,21.692922,21.027343,19.501667,0.037973
5858,main,dark,dark,2,2125.149109,1.287840,1.161199,1.150207,1.125553,20.596840,20.847894,20.609238,19.311115,0.034914
5859,main,dark,dark,1,1119.031372,1.205474,0.916890,0.960253,1.051326,20.873203,21.821243,20.893144,19.035422,0.033319
5865,main,dark,dark,1,1426.502563,1.380970,0.980880,1.022670,1.217347,20.697210,21.809581,20.769144,18.912634,0.037778
5866,main,dark,dark,1,1425.690552,1.310758,0.974538,0.945354,1.061743,20.650267,21.254297,20.706698,19.144763,0.038563
5867,main,dark,dark,3,3787.308228,1.523742,0.845289,0.938013,1.096627,19.401166,19.464170,19.559111,19.085495,0.027461
5868,main,dark,dark,2,2480.448486,1.278014,1.184893,1.212473,1.225117,21.006051,21.920509,21.000617,19.638815,0.093935
5869,main,dark,dark,1,1096.186646,1.225084,1.050344,1.031686,1.144625,21.177150,21.974369,21.207036,19.497050,0.031462
5870,main,dark,dark,1,1460.376099,1.284439,1.075812,1.088795,1.064054,20.817338,21.917556,20.861824,18.818786,0.055021
5871,main,dark,dark,3,4007.436523,1.373187,0.937830,0.892282,1.120100,19.349937,19.405566,19.433199,18.585182,0.033345
5872,main,dark,dark,1,1711.277588,1.356694,1.137942,0.917514,2.039464,20.690717,21.950449,21.021804,19.571783,0.027825
5875,main,dark,dark,1,1436.564087,1.423469,1.267874,1.169166,1.184616,20.862882,21.979233,20.931763,19.314427,0.016531
5876,main,dark,dark,3,3895.587524,1.471071,0.941248,1.076501,1.175798,19.608042,19.386561,19.654580,19.086151,0.019937
5877,main,dark,dark,1,949.746643,1.302043,0.959751,0.925912,1.074612,21.278602,22.110086,21.115196,19.602267,0.031009
5878,main,dark,dark,1,1003.084045,1.319497,0.911243,0.951401,1.055048,21.041717,22.004280,21.137164,19.197060,0.027810
5879,main,dark,dark,1,906.224915,1.245318,1.029874,0.863213,1.059921,21.143262,21.927945,21.212002,19.611234,0.042559
5880,main,dark,dark,1,1213.836670,1.226220,1.016772,1.065503,1.119584,20.797001,21.937125,20.877290,18.856930,0.054390
5881,main,dark,dark,1,984.407471,1.366194,0.963288,0.917585,1.121025,20.891163,21.965672,20.948892,18.881929,0.024514
5883,main,dark,dark,2,1946.924255,1.511621,1.060891,1.253477,1.261983,20.877981,21.889848,20.921632,19.115909,0.014876
5891,main,dark,dark,1,1137.736328,1.567240,0.969279,0.977825,1.086234,21.036089,21.898505,21.100353,19.312043,0.027831
5892,main,dark,dark,2,2124.260986,1.202465,0.973902,1.037299,1.082967,20.327518,20.327426,20.322443,19.464225,0.030792
5893,main,dark,dark,1,1043.404907,1.252258,0.832941,0.819832,0.951224,21.174265,21.903381,21.099745,19.525625,0.031013
5895,main,dark,dark,1,809.377258,1.039034,0.787980,0.808091,0.986796,21.324226,22.080430,21.343752,19.474891,0.030925
5896,main,dark,dark,1,1073.431030,1.038473,1.004122,1.019818,1.036273,21.167247,22.051230,21.259162,19.564151,0.038126
5897,main,dark,dark,1,952.855225,1.028613,0.934722,0.922213,0.947533,21.468096,22.226435,21.572652,19.931911,0.053564
5898,main,dark,dark,1,1564.846558,1.009581,0.775386,0.775104,1.061867,20.138132,20.206773,20.168121,19.284565,0.041008
5899,main,dark,dark,1,1505.100830,1.044372,1.188493,1.171772,1.035973,20.933716,21.905896,20.971911,18.929271,0.035762
5900,main,dark,dark,1,1085.912720,1.036048,0.929102,0.911380,0.933077,21.404716,22.159813,21.464527,19.704734,0.058786
5901,main,dark,dark,1,1108.666138,1.040097,0.992220,1.041595,1.046315,21.210798,22.149266,21.232107,19.279529,0.039862
5902,main,dark,dark,1,824.085999,1.016180,0.781768,0.824253,1.083100,21.297332,22.171373,21.331456,19.351335,0.061362
5904,main,dark,dark,1,723.187378,1.009106,0.789108,0.742798,1.004298,21.271238,22.079855,21.373386,19.551493,0.044559
5905,main,dark,dark,1,1017.670532,1.024511,0.951795,1.012084,1.006571,21.360480,22.047086,21.399058,19.616334,0.038415
5907,main,dark,dark,1,933.394592,1.013763,0.813389,0.835803,1.028605,20.854337,21.598142,20.891375,19.179845,0.028879
5908,main,dark,dark,1,1674.359375,1.005952,0.903936,0.795064,1.058107,19.983126,20.005370,20.033321,19.232548,0.038528
5909,main,dark,dark,1,885.458923,1.058788,0.987962,0.895211,1.008172,21.173278,22.088150,21.248917,19.531015,0.036103
5910,main,dark,dark,2,1489.155457,1.048492,1.114172,1.032926,1.015721,20.914941,21.912273,20.976688,18.877779,0.040010
5911,main,dark,dark,1,1414.813965,1.064752,1.185544,1.273765,1.010136,21.386029,22.072156,21.429716,19.327175,0.040244
5912,main,dark,dark,1,1235.669312,1.088308,0.984337,1.079030,1.007856,21.153485,21.959633,21.197859,19.312914,0.051228
5913,main,dark,dark,1,1004.543640,1.080487,0.925628,0.908985,0.941315,21.443041,22.113228,21.491279,19.565629,0.040875
5914,main,dark,dark,2,1927.095642,1.108772,0.816854,0.891543,0.947681,20.334651,20.434381,20.347883,19.677107,0.039839
5915,main,dark,dark,1,1119.313599,1.098541,0.977547,0.941807,0.961891,21.142485,21.752280,21.176560,19.540733,0.057028
5916,main,dark,dark,1,962.913025,1.136288,0.903062,0.899809,1.015854,21.063692,22.066186,21.142718,19.192028,0.069942
5917,main,dark,dark,2,1981.911560,1.112202,0.954581,1.061331,0.980329,20.648054,20.847728,20.700408,19.397710,0.060971
5918,main,dark,dark,1,1111.894165,1.029197,1.062010,1.065921,1.133093,21.214745,22.133685,21.263856,19.305170,0.025961
5920,main,dark,dark,1,978.229858,1.022548,0.816236,0.784781,1.115592,20.658697,21.150517,20.707861,19.193218,0.043311
5922,main,dark,dark,1,905.271912,1.066198,0.874396,0.832030,0.937720,21.365612,22.059899,21.442244,19.776929,0.034842
5923,main,dark,dark,1,1344.818848,1.059555,0.946023,1.048133,0.982320,21.043369,21.397288,21.106132,19.724345,0.039215
5924,main,dark,dark,2,2111.504089,1.118845,0.984058,1.060975,0.926377,20.694348,21.069334,20.752564,19.159070,0.047472
5925,main,dark,dark,1,907.889832,1.024601,0.866920,0.839732,1.032499,21.153324,22.045078,21.157117,19.119179,0.041787
5926,main,dark,dark,1,1083.738403,1.015302,0.947771,0.946752,1.055648,21.221528,22.002678,21.246111,19.310995,0.068557
5927,main,dark,dark,1,1197.583618,1.087401,1.130000,1.077763,0.998687,21.223997,22.009498,21.301678,19.132973,0.035320
5928,main,dark,dark,1,1116.166626,1.104790,1.463251,1.003362,1.006166,21.207978,21.971309,21.280998,19.166821,0.039996
5929,main,dark,dark,1,1469.603149,1.055537,0.964393,1.030540,0.831208,21.248345,22.068881,21.358124,19.522285,0.045611
5930,main,dark,dark,2,2333.363037,1.067382,1.027081,0.965320,0.677662,21.133334,22.033565,21.243423,19.427240,0.043818
5931,main,dark,dark,1,1285.450317,1.052685,1.055180,1.029021,0.907802,21.250826,21.911416,21.274866,19.716516,0.033119
5932,main,dark,dark,2,2123.512085,1.043290,0.794826,0.845115,0.641421,21.115030,21.989681,21.177591,19.176185,0.024276
5933,main,dark,dark,1,1052.914551,1.064396,0.827383,0.939645,0.927339,21.317880,22.149232,21.432875,19.508716,0.034445
5937,main,dark,dark,1,861.620178,1.019927,0.727903,0.738473,1.037382,20.883604,21.916547,20.970380,19.013188,0.035815
5938,main,dark,dark,2,1850.748413,1.031729,1.206408,1.274498,0.945361,21.238218,22.310792,21.322592,19.280661,0.030366
5941,main,dark,dark,1,1066.026489,1.004405,1.063733,1.047456,0.996411,21.303476,22.198281,21.387032,19.467273,0.037985
5942,main,dark,dark,1,717.116455,1.014821,0.684628,0.734617,0.995981,21.253056,22.088720,21.311124,19.398336,0.052017
5943,main,dark,dark,1,1197.333130,1.021610,0.956731,1.075290,1.016523,21.155061,22.113016,21.198301,19.400806,0.028598
5944,main,dark,dark,1,731.171631,1.011091,0.917681,0.901412,1.023447,21.569085,22.233855,21.602720,19.834619,0.027866
5945,main,dark,dark,1,915.583618,1.008686,0.840559,0.912424,1.053040,21.165698,22.179461,21.262362,19.507697,0.019275
5946,main,dark,dark,1,916.201050,1.000664,0.848551,0.982365,1.034429,21.336234,22.166422,21.341388,19.458526,0.024720
5947,main,dark,dark,1,1172.255005,1.017997,1.321747,1.051178,1.004055,21.165831,22.107294,21.202062,19.392861,0.025447
5949,main,dark,dark,1,841.584839,1.040918,0.832282,0.864098,0.999064,21.110986,21.851865,21.155486,19.325327,0.032520
5950,main,dark,dark,1,934.614014,1.010866,0.848398,0.893911,1.073669,21.279459,22.134675,21.307454,19.332697,0.057362
5951,main,dark,dark,1,1008.984070,1.019650,0.824142,0.846160,1.043583,21.111279,22.030847,21.105342,19.086189,0.057311
5952,main,dark,dark,1,1083.850220,1.057781,0.938260,0.969022,0.926291,21.323519,22.051712,21.433064,19.852724,0.044437
5954,main,dark,dark,3,2833.498230,1.108613,1.598591,1.284153,0.768814,21.168561,22.056083,21.266532,19.600551,0.043848
5955,main,dark,dark,1,1360.799561,1.089397,1.225086,1.005596,0.935860,21.037532,21.656766,21.143421,19.496071,0.059140
