TILEID,SURVEY,PROGRAM,FAPRGRM,NEXP,EXPTIME_TOTAL,AIRMASS_MEAN,SEEING_ETC_MEAN,SEEING_GFA_MEAN,TRANSPARENCY_GFA_MEAN,SKY_MAG_AB_GFA_MEAN,SKY_MAG_G_SPEC_MEAN,SKY_MAG_R_SPEC_MEAN,SKY_MAG_Z_SPEC_MEAN,EBV_MEAN
1,sv3,dark,dark,3,2299.417419,1.187265,1.358982,1.139434,0.900097,21.107563,22.114919,21.235048,19.674663,0.020822
2,sv3,dark,dark,2,1900.401123,1.207538,1.110818,1.237639,1.077360,21.068393,22.022331,21.245443,19.628430,0.022902
3,sv3,dark,dark,1,951.459839,1.153284,0.958790,0.864764,1.076566,21.148214,22.139492,21.233522,19.417656,0.021220
4,sv3,dark,dark,1,1065.142456,1.166405,0.961919,0.935542,1.054035,21.125042,22.138755,21.252115,19.578697,0.022331
5,sv3,dark,dark,2,1656.947754,1.170195,0.892601,1.162392,1.051756,21.208375,22.134336,21.296101,19.501821,0.022309
6,sv3,dark,dark,2,1668.273865,1.152597,0.978375,1.029107,1.059923,20.754355,21.262381,20.815778,19.373723,0.020813
7,sv3,dark,dark,1,1750.805054,1.227402,1.427241,1.238219,1.016940,21.331153,22.079648,21.298388,19.736568,0.021505
8,sv3,dark,dark,2,2347.935669,1.168814,1.496832,1.254887,1.022309,21.132696,21.984241,21.242520,19.806646,0.022583
9,sv3,dark,dark,2,2457.809631,1.341293,1.286058,1.207135,0.840976,20.921299,21.927079,21.004957,19.244573,0.021048
10,sv3,dark,dark,3,2992.357544,1.343120,1.293458,1.393569,1.012939,20.931561,21.915022,20.996853,19.103790,0.022696
11,sv3,dark,dark,2,2881.605225,1.213984,1.826862,1.158176,1.013215,21.082286,22.006097,21.193325,19.361494,0.021687
12,sv3,bright,bright,2,1488.581848,1.261331,1.206658,1.246399,0.543672,20.476003,20.823949,20.577299,19.462469,0.020766
13,sv3,bright,bright,1,363.689331,1.239003,0.961555,1.027772,1.095934,20.794183,21.128468,20.937369,19.462870,0.022651
14,sv3,bright,bright,1,470.846893,1.223627,1.157431,1.323939,1.041956,20.953365,21.513605,21.093393,19.525727,0.021241
15,sv3,bright,bright,1,372.698425,1.203437,0.948349,1.005138,1.106768,20.469207,20.400758,20.524628,19.226551,0.022437
16,sv3,bright,bright,2,483.317162,1.166693,0.999447,1.019323,1.021377,20.620058,20.893117,20.673077,19.274066,0.022163
17,sv3,bright,bright,2,1700.528534,1.175995,1.174793,1.159789,0.930714,19.520660,20.122225,19.599207,18.683829,0.020830
18,sv3,bright,bright,1,805.649719,1.152686,1.224335,1.142077,1.012896,20.286285,19.928068,20.312006,19.568433,0.021365
19,sv3,bright,bright,1,921.341614,1.171298,1.070070,1.038473,0.642847,20.731643,21.784915,20.856684,19.394389,0.022399
20,sv3,bright,bright,1,566.725891,1.432111,1.788164,1.363600,1.022578,21.108660,22.008081,21.140623,19.178529,0.021117
21,sv3,bright,bright,1,517.268677,1.251652,1.081295,1.314962,1.007263,20.976030,21.947160,20.996758,19.150741,0.022648
23,sv3,backup,backup,1,599.524963,1.197965,1.379807,1.350211,0.494911,20.813134,21.928158,20.929507,19.308826,0.020820
24,sv3,backup,backup,2,918.540894,1.184716,1.797794,1.191354,0.471517,20.965861,21.856418,21.048922,19.322012,0.022771
28,sv3,dark,dark,2,1814.387756,1.482851,1.285051,1.088723,1.178690,20.956622,21.866680,21.062361,19.461824,0.023941
29,sv3,dark,dark,2,1583.134766,1.527600,1.099860,1.053311,1.095046,20.908711,21.900712,21.045989,19.379883,0.023491
30,sv3,dark,dark,3,2428.531555,1.280675,0.995561,0.894931,0.744458,20.995463,21.921115,21.060568,19.469409,0.024088
31,sv3,dark,dark,5,4423.481628,1.312473,1.386490,1.392654,0.801781,20.955320,21.970332,21.055481,19.286146,0.023595
32,sv3,dark,dark,2,1805.429993,1.378449,1.041989,1.151829,1.053145,20.988454,21.543292,21.040601,19.429923,0.023690
33,sv3,dark,dark,3,2684.144653,1.180727,1.094990,1.339141,0.990144,20.935397,21.482415,20.932889,19.375011,0.024180
34,sv3,dark,dark,1,1521.426514,1.196750,1.117754,1.106295,0.964992,21.218710,22.073527,21.250179,19.345518,0.023669
35,sv3,dark,dark,1,1360.812256,1.189017,1.090167,1.069231,0.983473,21.219239,22.119724,21.284034,19.394867,0.023456
36,sv3,dark,dark,1,1263.355469,1.283827,0.932491,0.986708,1.038077,20.970419,22.069140,21.084785,19.113260,0.024051
37,sv3,dark,dark,3,3363.030090,1.261671,1.819999,1.663707,1.022916,21.191333,22.066154,21.245429,19.347596,0.023328
38,sv3,dark,dark,2,1549.279510,1.222646,1.625602,1.485391,1.003933,21.219611,22.043188,21.219823,19.368956,0.023954
39,sv3,bright,bright,1,491.121277,1.535416,1.446044,1.330534,1.115349,20.857570,21.911665,20.989165,19.172966,0.024007
40,sv3,bright,bright,1,306.176208,1.217707,1.054715,1.066526,1.107887,21.164430,21.937361,21.275083,19.540972,0.023351
41,sv3,bright,bright,1,341.148651,1.220090,0.809190,0.907942,0.936708,21.027223,21.975832,21.128117,19.413685,0.024022
42,sv3,bright,bright,1,396.408539,1.628897,1.051509,1.092657,1.052270,20.705739,21.428982,20.826140,19.062496,0.023570
43,sv3,bright,bright,2,912.883606,1.210053,1.330988,1.554662,0.888237,21.066493,21.983633,21.174258,19.334827,0.023604
44,sv3,bright,bright,1,315.699493,1.177337,0.958833,1.005092,1.082058,21.133448,21.826350,21.132138,19.400936,0.024134
45,sv3,bright,bright,1,427.103851,1.491647,1.110485,1.053008,1.006497,20.437319,20.931814,20.555823,19.036215,0.023603
46,sv3,bright,bright,1,442.159790,1.368621,1.056634,1.048003,1.018665,20.666698,21.100585,20.656045,19.386204,0.023461
47,sv3,bright,bright,1,1073.434692,1.196782,1.078677,0.982611,0.538699,20.711042,21.802594,20.790579,19.244205,0.024091
48,sv3,bright,bright,1,453.512054,1.250408,1.330951,1.288557,1.015984,21.133809,22.060834,21.191007,19.169173,0.023402
49,sv3,bright,bright,1,1050.891113,1.206263,1.717910,1.827669,0.993835,21.084173,21.734853,21.121301,19.500320,0.023866
50,sv3,backup,backup,1,341.756287,1.587732,1.727490,1.660375,1.076187,20.821992,21.899150,20.938949,19.118926,0.023872
51,sv3,backup,backup,2,951.850006,1.396719,1.222499,1.360940,0.417986,20.884402,21.951670,20.989099,19.206939,0.023414
52,sv3,backup,backup,1,218.434082,1.197295,1.464644,1.343225,0.953995,21.146993,21.990509,21.226527,19.423002,0.024075
53,sv3,backup,backup,1,122.759293,1.182284,0.858219,0.988073,1.137770,21.039700,22.039143,21.085501,19.205471,0.023595
55,sv3,dark,dark,3,2293.648132,1.380871,1.325921,1.176336,1.059648,21.052683,21.982103,21.125945,19.402787,0.021771
56,sv3,dark,dark,1,1065.670532,1.343177,0.888175,0.950196,1.095444,21.098941,21.898894,21.173975,19.477836,0.021672
57,sv3,dark,dark,2,1493.438904,1.294999,1.000002,1.100063,1.137100,20.996341,22.001973,21.077518,19.203103,0.021864
58,sv3,dark,dark,2,1397.805908,1.263310,1.094294,1.070874,1.148555,21.149269,22.021500,21.261623,19.495155,0.021722
59,sv3,dark,dark,2,2114.468994,1.306517,1.346178,1.292465,1.033304,21.042559,21.596342,21.099644,19.603182,0.021888
60,sv3,dark,dark,2,1842.733704,1.316575,1.162846,1.092785,1.114058,20.739807,21.300638,20.835693,19.365505,0.021715
61,sv3,dark,dark,1,1744.120972,1.184244,1.130514,1.346616,1.053236,21.397578,22.129084,21.362307,19.673264,0.021722
62,sv3,dark,dark,1,1318.460449,1.179917,1.152761,1.098097,1.059660,21.139985,22.071161,21.262032,19.377665,0.021853
63,sv3,dark,dark,1,1204.048584,1.178677,1.073449,0.997179,1.082974,21.225626,22.105119,21.285827,19.438112,0.021720
64,sv3,dark,dark,1,1369.751343,1.182916,1.105535,1.075203,1.067593,21.139504,22.102862,21.189245,19.355576,0.021696
65,sv3,dark,dark,1,1131.245972,1.280627,0.985514,0.938033,1.078549,21.540039,22.090054,21.297898,19.369603,0.021934
66,sv3,bright,bright,2,1007.756287,1.533544,1.431123,1.339531,1.085338,20.948514,21.920563,21.050069,19.344624,0.021800
67,sv3,bright,bright,1,295.959961,1.225288,1.026559,1.026454,1.079507,21.134111,21.936661,21.254663,19.519740,0.021731
68,sv3,bright,bright,2,748.109337,1.197638,1.175706,1.216072,1.011205,21.149367,21.861095,21.167098,19.422714,0.021858
69,sv3,bright,bright,1,641.332642,1.190564,1.409839,1.520715,1.029983,21.013056,21.600511,20.975707,19.398176,0.021685
70,sv3,bright,bright,3,646.754700,1.252020,1.270675,1.148762,1.040320,20.028265,20.193809,20.039959,19.083992,0.021889
71,sv3,bright,bright,1,1175.441284,1.177245,1.361848,1.396892,0.679251,20.820032,21.931608,20.962500,19.236440,0.021727
72,sv3,bright,bright,1,586.233826,1.259914,1.902790,1.544322,1.099922,21.015081,21.667340,21.105834,19.437566,0.021734
73,sv3,bright,bright,1,337.794067,1.182771,1.012979,1.019161,1.058566,21.118286,22.081078,21.228319,19.371824,0.021807
74,sv3,bright,bright,2,1624.556152,1.439593,1.782880,1.669214,1.027205,21.102267,21.969108,21.106584,19.121372,0.021728
75,sv3,bright,bright,1,431.385895,1.219317,0.936355,1.019910,1.061250,20.475000,20.655393,20.545224,19.445833,0.021706
76,sv3,bright,bright,1,761.287476,1.213875,1.466743,1.654601,1.098187,21.128861,22.030000,21.190763,19.440147,0.021892
77,sv3,backup,backup,3,2504.578583,1.329738,1.346081,2.044230,0.460176,20.959498,21.933118,20.994237,19.473171,0.021761
78,sv3,backup,backup,1,757.132446,1.195173,2.553020,1.879879,0.767161,21.083979,21.946296,21.196223,19.563555,0.021738
79,sv3,backup,backup,1,291.472870,1.179662,1.235003,1.168520,1.055134,19.477532,19.538971,19.516154,18.863197,0.021716
82,sv3,dark,dark,2,1751.870850,1.253682,0.911955,0.947450,1.009518,21.228330,22.289256,21.389989,19.562154,0.012608
83,sv3,dark,dark,1,801.706360,1.271914,0.791461,0.822653,1.096890,21.119666,22.252788,21.307429,19.396060,0.012571
84,sv3,dark,dark,1,855.497986,1.194090,0.864766,0.800170,1.037956,21.188712,22.278558,21.342781,19.525281,0.012244
85,sv3,dark,dark,1,909.856018,1.193295,0.994202,0.995022,1.060641,21.465922,22.387383,21.536764,19.666495,0.012865
86,sv3,dark,dark,1,744.418945,1.198575,0.866582,0.848985,1.114824,21.176151,21.870221,21.333366,19.637370,0.012207
87,sv3,dark,dark,1,1005.602417,1.209813,0.833048,0.838239,1.012884,20.884075,21.466179,20.980696,19.459264,0.012563
88,sv3,dark,dark,2,2083.867310,1.161633,0.917526,1.085301,1.085794,20.357158,20.377424,20.389192,19.652909,0.012789
89,sv3,dark,dark,2,1758.065720,1.161310,1.004494,1.166415,0.982524,21.241606,22.278620,21.364348,19.558590,0.012377
90,sv3,dark,dark,1,1188.392090,1.188649,1.220756,1.119057,1.047382,21.511081,22.361282,21.462335,19.346990,0.012347
91,sv3,dark,dark,2,2715.671509,1.179347,1.614934,1.519407,1.055588,21.410541,22.309807,21.485245,19.567474,0.012832
92,sv3,dark,dark,1,812.452209,1.164801,0.914100,0.873371,1.067896,21.490213,22.399362,21.550471,19.560419,0.012214
93,sv3,bright,bright,2,1367.184387,1.412855,1.303166,0.991168,0.549300,20.588304,21.647772,20.674681,19.407591,0.012670
94,sv3,bright,bright,1,236.661026,1.152870,0.854777,0.824560,1.085683,21.410967,22.317666,21.561746,19.668762,0.012561
95,sv3,bright,bright,3,1843.183441,1.164209,1.219133,1.287406,0.677742,21.083186,22.026707,21.162803,19.402951,0.012273
96,sv3,bright,bright,1,324.909882,1.156076,1.097913,1.053994,1.049431,21.161014,21.875458,21.169312,19.491722,0.012826
97,sv3,bright,bright,8,2244.936241,1.156976,1.073794,1.046077,0.974353,20.210544,20.413926,20.209817,19.222723,0.012227
98,sv3,bright,bright,1,340.028046,1.208297,0.873034,0.836423,1.012210,20.591628,20.776610,20.610281,19.567314,0.012560
99,sv3,bright,bright,1,397.290741,1.182988,1.310311,1.293182,1.046680,21.443861,22.371763,21.417098,19.271989,0.012732
100,sv3,bright,bright,2,643.518646,1.181058,1.262884,1.292761,1.012526,21.352840,22.328731,21.459820,19.521008,0.012356
101,sv3,bright,bright,1,277.564178,1.200272,0.898565,0.924668,1.119792,21.238245,22.391111,21.267033,19.095798,0.012370
102,sv3,bright,bright,1,352.720764,1.168299,1.090429,1.193336,1.107404,21.396381,22.220962,21.368407,19.259423,0.012832
103,sv3,bright,bright,4,958.256805,1.181188,1.135830,1.323739,1.087564,21.067343,21.790823,21.139144,19.374444,0.012246
104,sv3,backup,backup,1,311.982208,1.204884,1.790455,1.457625,0.845963,21.250099,22.267145,21.288456,19.396222,0.012663
105,sv3,backup,backup,5,5314.067993,1.155710,1.544223,1.463140,0.148158,21.040777,21.981438,21.043188,19.597239,0.012468
106,sv3,backup,backup,1,395.045929,1.153192,1.268022,1.273357,0.513458,21.317459,22.189932,21.260173,19.521337,0.012301
107,sv3,backup,backup,1,191.080215,1.153198,1.015835,0.983280,1.056755,19.742162,19.716176,19.754514,18.901817,0.012895
109,sv3,dark,dark,3,2129.113525,1.141328,1.245848,1.031236,0.974702,21.247756,22.243438,21.328126,19.537632,0.009789
110,sv3,dark,dark,1,834.802185,1.155508,0.925230,0.975567,1.249186,21.387384,22.136123,21.429907,19.664134,0.009870
111,sv3,dark,dark,1,866.259583,1.112830,1.009122,0.953052,1.190787,21.136541,22.267227,21.322005,19.371271,0.009491
112,sv3,dark,dark,1,1033.543091,1.060804,0.857172,0.842991,1.001984,21.334049,22.206265,21.288424,19.354543,0.009875
113,sv3,dark,dark,1,958.515808,1.060371,1.035600,1.112419,1.232893,21.547403,22.329092,21.559913,19.802790,0.009691
114,sv3,dark,dark,2,1939.288208,1.075084,1.122208,1.373139,0.701220,21.194558,21.974871,21.247596,19.527623,0.009632
115,sv3,dark,dark,1,1200.462646,1.078916,1.054323,1.022427,1.113279,21.007477,21.591523,21.071367,19.509828,0.009850
116,sv3,dark,dark,5,4464.457886,1.023940,2.048260,1.710340,1.050970,20.988037,21.304576,21.028137,19.923944,0.009801
117,sv3,dark,dark,1,1240.958618,1.003005,1.274883,1.066865,1.104671,21.550624,22.424129,21.622158,19.804416,0.009498
118,sv3,dark,dark,1,830.108765,1.002364,0.893341,0.856007,1.062731,21.367950,22.220858,21.368972,19.383513,0.009909
119,sv3,dark,dark,1,811.971619,1.011944,0.959883,1.055173,1.166405,21.556537,22.441776,21.630711,19.729103,0.009591
120,sv3,bright,bright,2,1125.351242,1.113636,1.251760,1.074778,0.743481,21.073301,22.024484,21.144959,19.566901,0.009722
121,sv3,bright,bright,1,242.390396,1.031578,0.921949,0.968708,1.261508,21.250171,22.027805,21.337730,19.551219,0.009840
122,sv3,bright,bright,1,318.197205,1.046014,0.975163,1.036233,1.118368,21.005264,21.627649,21.071826,19.450265,0.009503
123,sv3,bright,bright,1,482.018280,1.002081,1.585538,1.419755,1.078697,20.991363,21.400982,21.078354,19.983911,0.009879
124,sv3,bright,bright,1,322.837952,1.067966,0.903740,0.852273,1.174029,20.629836,20.773943,20.645884,19.626381,0.009701
125,sv3,bright,bright,1,266.554108,1.008332,1.062805,0.975997,1.144967,21.487808,22.432283,21.564975,19.636733,0.009634
126,sv3,bright,bright,1,262.586914,1.020222,0.786835,0.891298,1.050686,21.631421,22.374960,21.516179,19.570632,0.009872
127,sv3,bright,bright,1,317.843597,1.011575,0.986186,1.033365,1.121283,21.301029,22.357350,21.355600,19.402581,0.009782
128,sv3,bright,bright,1,385.962555,1.700447,1.232910,1.015951,1.030107,21.455399,22.174891,21.237615,19.209196,0.009517
129,sv3,bright,bright,1,639.088684,1.854487,1.465096,1.362669,1.011559,20.955412,21.924137,20.892795,18.526983,0.009878
131,sv3,backup,backup,1,115.058105,1.009414,0.985348,0.874194,1.050003,21.586168,22.522357,21.556925,19.765655,0.009730
132,sv3,backup,backup,1,402.296082,1.042861,1.199181,1.145227,0.484593,21.333076,22.212862,21.263468,19.441982,0.009809
133,sv3,backup,backup,1,321.912598,1.014001,1.379403,1.253236,0.618251,21.491255,22.237034,21.397626,19.636988,0.009472
136,sv3,dark,dark,5,4521.397705,1.344267,1.324314,1.269397,0.884270,21.162375,22.106597,21.176271,19.411847,0.031877
137,sv3,dark,dark,2,1643.490051,1.416061,1.125754,1.132299,1.048298,21.154413,21.917811,21.228549,19.515743,0.032047
138,sv3,dark,dark,2,1810.529846,1.409675,1.254536,1.106237,1.047399,20.969908,21.999594,21.039112,19.064092,0.031681
139,sv3,dark,dark,2,1298.709473,1.290224,0.993549,0.907039,1.033325,21.127251,22.038639,21.199711,19.483066,0.032130
140,sv3,dark,dark,2,1440.320496,1.293652,1.203738,1.077425,1.087230,21.315424,22.089208,21.299020,19.554254,0.031883
141,sv3,dark,dark,1,1026.262939,1.185135,0.948763,0.946037,1.058410,21.434542,22.092983,21.240689,19.397016,0.031677
142,sv3,dark,dark,3,2477.823669,1.131550,1.056671,1.386397,0.981759,21.389599,22.013027,21.226884,19.473376,0.032012
143,sv3,dark,dark,2,1693.355042,1.301208,0.957015,0.894216,1.049430,20.449792,20.723179,20.559635,19.386055,0.032032
144,sv3,dark,dark,2,1609.083221,1.129305,1.062396,1.121196,1.009257,21.348863,22.023058,21.262472,19.479994,0.031672
145,sv3,dark,dark,1,1244.238037,1.121460,1.035151,0.983204,1.028075,21.204954,22.061357,21.222045,19.219761,0.032151
146,sv3,dark,dark,1,1274.547729,1.123344,0.967559,1.068896,0.950534,21.527385,22.226937,21.434072,19.664254,0.031718
147,sv3,bright,bright,1,547.211365,1.611532,1.444264,1.389159,1.021707,20.898330,21.956612,21.020890,19.213028,0.031868
148,sv3,bright,bright,1,293.065521,1.155261,1.098789,0.973992,1.017638,21.308060,22.047480,21.324723,19.545326,0.032091
149,sv3,bright,bright,1,358.906891,1.249463,1.167949,1.042894,1.032947,21.114176,21.857449,21.102195,19.316031,0.031750
150,sv3,bright,bright,2,812.383377,1.133650,1.711955,1.673879,1.033134,21.188224,21.712249,21.140636,19.726375,0.032129
151,sv3,bright,bright,1,465.337402,1.137744,1.341363,1.348836,1.001262,21.475405,22.169634,21.304961,19.251988,0.031917
152,sv3,bright,bright,1,270.249817,1.128200,0.806915,0.852234,1.064703,21.229401,22.073936,21.179201,19.115436,0.031696
153,sv3,bright,bright,1,507.616302,1.123543,1.355978,1.197054,0.839203,21.504924,22.192257,21.364782,19.648010,0.032017
154,sv3,bright,bright,1,296.707947,1.128072,0.931510,0.911799,1.003291,21.569129,22.190639,21.368363,19.437397,0.032017
155,sv3,bright,bright,1,285.934174,1.121929,1.030015,0.861840,1.048890,21.105356,22.196101,21.179203,19.166664,0.031685
156,sv3,bright,bright,1,495.521149,1.121494,1.078035,1.372817,1.031628,21.317632,22.138724,21.335525,19.326674,0.032106
158,sv3,backup,backup,1,883.689026,1.145533,1.645733,1.419914,0.368198,21.066647,22.017978,21.048445,19.594409,0.031869
163,sv3,dark,dark,3,2159.451477,1.168179,0.994630,0.973060,0.714090,21.291994,22.332599,21.296546,19.580149,0.011273
164,sv3,dark,dark,1,771.495972,1.200727,0.949678,0.878258,1.074618,21.355089,22.260431,21.511278,19.672792,0.011559
165,sv3,dark,dark,1,839.106506,1.196690,0.841020,0.859429,1.094392,21.079482,22.311653,21.250684,19.129806,0.011388
166,sv3,dark,dark,1,892.771729,1.145127,0.807944,0.890011,1.067358,21.348213,22.302361,21.417474,19.702078,0.011181
167,sv3,dark,dark,1,947.899963,1.150552,0.925608,1.043446,1.092565,21.471149,22.415579,21.551067,19.656453,0.011636
168,sv3,dark,dark,1,786.865112,1.150564,0.826312,0.841315,1.016325,21.382515,22.274664,21.365865,19.447042,0.011329
169,sv3,dark,dark,2,1309.200256,1.142404,0.816085,0.840008,1.027032,20.588310,20.917236,20.731925,19.545860,0.011230
170,sv3,dark,dark,2,2572.751343,1.068375,1.227141,1.077933,1.072775,20.269729,20.142413,20.298186,19.787051,0.011677
171,sv3,dark,dark,1,915.445679,1.070238,0.896469,0.940721,1.021857,21.414247,22.505535,21.350932,19.090659,0.011343
172,sv3,dark,dark,2,1551.042786,1.301562,0.849784,0.893635,0.852315,21.688991,22.289329,21.396601,19.461240,0.011356
173,sv3,dark,dark,1,1225.838623,1.111940,1.090905,1.166897,1.105585,21.262957,22.284095,21.433778,19.115740,0.011494
174,sv3,bright,bright,1,304.073883,1.268096,1.124039,1.076555,0.973149,21.225577,22.344527,21.340958,19.412529,0.011310
175,sv3,bright,bright,1,226.733810,1.094099,0.943440,0.876081,1.064126,21.477835,22.352550,21.568837,19.629740,0.011501
176,sv3,bright,bright,3,1621.890411,1.069565,1.318588,1.082504,0.445739,21.507018,22.257166,21.377043,19.631498,0.011357
177,sv3,bright,bright,1,242.386719,1.346167,0.793647,0.766670,1.061257,20.941748,22.173163,21.322264,19.522218,0.011223
178,sv3,bright,bright,2,770.253693,1.088506,1.295613,1.297921,1.046143,20.825487,21.081191,20.852415,19.686814,0.011668
179,sv3,bright,bright,1,664.485535,1.375045,0.930205,0.878311,1.012136,19.482682,19.280040,19.480643,19.084964,0.011335
180,sv3,bright,bright,1,270.151794,1.109042,0.888871,0.886354,1.010492,21.265053,22.394198,21.413503,19.387999,0.011243
181,sv3,bright,bright,3,766.888626,1.663558,1.213446,1.166515,1.024949,20.225937,20.030316,20.145430,19.120804,0.011695
182,sv3,bright,bright,1,253.719910,1.076331,0.981919,0.827465,1.064590,21.497648,22.478474,21.329774,19.058613,0.011340
183,sv3,bright,bright,2,695.954254,1.104371,1.692984,1.426294,0.999552,21.593033,22.319792,21.462661,19.247225,0.011332
184,sv3,bright,bright,1,389.078583,1.109906,0.890634,1.011797,1.144750,20.688111,20.900121,20.745166,19.640560,0.011486
185,sv3,backup,backup,1,771.184448,1.212438,1.142698,1.037790,0.248014,21.177103,22.102363,21.126582,19.383495,0.011300
186,sv3,backup,backup,1,769.354614,1.075858,0.995195,1.160469,0.265649,21.120854,22.004419,21.046384,19.461346,0.011673
187,sv3,backup,backup,4,3035.178772,1.085544,1.032275,1.224073,0.260750,21.363911,22.166064,21.213623,19.672191,0.011356
190,sv3,dark,dark,1,741.174072,1.019843,0.955725,0.893414,1.011834,21.741319,22.633991,21.726836,19.938981,0.008455
191,sv3,dark,dark,2,916.039093,1.016677,0.946730,0.935337,1.095642,21.612381,22.418211,21.487905,19.532824,0.008319
192,sv3,dark,dark,1,768.841248,1.025111,1.017144,0.888692,1.094278,21.349813,22.380972,21.461742,19.460158,0.008270
193,sv3,dark,dark,1,736.201233,1.044565,0.894503,0.841695,1.042445,21.563820,22.430808,21.546370,19.685846,0.008379
194,sv3,dark,dark,2,1813.682434,1.020627,1.271177,1.450806,1.048908,21.722556,22.480710,21.640709,19.785614,0.008132
195,sv3,dark,dark,3,1657.081390,1.247164,0.810686,0.984614,0.912823,20.720267,20.925378,20.750198,19.419669,0.008454
196,sv3,dark,dark,1,940.282166,1.030071,0.793844,0.782756,1.036912,20.743249,21.148928,20.882236,19.516860,0.008374
197,sv3,dark,dark,2,2001.658447,1.017029,1.179163,0.861129,1.033258,20.337746,20.631164,20.479446,19.501156,0.008180
198,sv3,dark,dark,2,2201.087769,1.050689,0.873970,1.075873,1.050953,20.521591,20.419345,20.477870,19.618139,0.008417
199,sv3,dark,dark,1,865.974060,1.082643,0.896076,0.956312,1.087386,21.709419,22.441415,21.559485,19.609020,0.008390
200,sv3,dark,dark,1,733.957153,1.010781,0.776668,0.821228,1.134178,21.579614,22.496839,21.447430,19.237253,0.008183
201,sv3,bright,bright,1,378.201263,1.337639,1.166017,1.186633,0.959068,21.036823,22.188589,21.171039,19.254399,0.008439
202,sv3,bright,bright,1,303.176971,1.325217,0.856620,0.801225,1.038540,20.469509,20.881417,20.678866,19.156102,0.008351
203,sv3,bright,bright,1,337.464996,1.027056,1.360572,1.243009,1.030271,21.742020,22.486906,21.621330,19.733576,0.008329
204,sv3,bright,bright,1,578.929993,1.001059,0.873894,0.891124,0.547910,21.644588,22.360417,21.565636,19.915163,0.008397
205,sv3,bright,bright,2,1290.227844,1.012004,0.973552,1.188512,0.565245,21.561707,22.312666,21.320763,19.462710,0.008168
206,sv3,bright,bright,1,253.626999,1.007414,0.984954,0.892213,1.097760,21.562406,22.416808,21.483119,19.553819,0.008472
207,sv3,bright,bright,1,497.641937,1.017479,1.727449,1.500450,0.968551,21.264015,21.746699,21.330198,20.159204,0.008393
208,sv3,bright,bright,1,513.269897,1.000982,0.991818,1.090036,0.966611,20.434796,20.668269,20.377333,19.387628,0.008180
209,sv3,bright,bright,1,1255.066162,1.000911,1.524410,1.197938,0.956243,19.407554,19.343133,19.425277,19.059638,0.008432
210,sv3,bright,bright,1,347.964142,1.031221,1.013425,0.913982,1.138435,20.515481,20.490819,20.511305,19.620567,0.008412
211,sv3,bright,bright,1,320.474609,1.083027,1.080116,1.117333,1.073034,21.388232,22.406028,21.455644,19.469484,0.008250
212,sv3,backup,backup,1,147.036316,1.002387,1.075585,0.926128,0.855515,21.814061,22.456374,21.585175,19.772739,0.008423
213,sv3,backup,backup,1,132.982498,1.005583,1.172305,0.971890,0.934310,21.568404,22.388223,21.417645,19.562000,0.008302
214,sv3,backup,backup,1,170.271622,1.005398,1.300966,1.145989,0.916404,21.907152,22.481620,21.657688,19.872891,0.008398
215,sv3,backup,backup,1,337.549408,1.007288,1.143634,1.170473,0.972074,19.230982,19.228493,19.261026,18.966494,0.008387
217,sv3,dark,dark,3,2270.921265,1.272113,1.112130,1.143268,0.849957,21.260483,22.203398,21.280268,19.587939,0.046249
218,sv3,dark,dark,1,1130.351074,1.417454,1.054117,0.974153,1.044290,21.235755,21.935975,21.223578,19.531398,0.045745
219,sv3,dark,dark,2,1873.442261,1.376127,1.058445,1.151995,1.066229,20.956585,21.997364,21.035239,19.046279,0.047080
220,sv3,dark,dark,1,1134.629272,1.300640,0.930683,0.962759,1.060354,21.319643,22.083679,21.267723,19.495636,0.045602
221,sv3,dark,dark,3,2295.259827,1.278211,1.324618,1.394880,1.033861,21.312611,22.096128,21.285751,19.499281,0.046761
222,sv3,dark,dark,1,1091.190796,1.266670,0.991130,0.923701,1.031202,21.331259,22.057577,21.186253,19.340140,0.046567
223,sv3,dark,dark,4,3326.974487,1.190976,1.516361,1.501241,0.981702,21.446866,22.072516,21.269543,19.682251,0.046005
224,sv3,dark,dark,2,1624.889587,1.275866,0.851250,0.899916,1.050408,20.533548,20.803574,20.635471,19.424467,0.046258
225,sv3,dark,dark,1,1524.443359,1.188187,0.967994,1.083981,1.027304,21.221616,22.023412,21.207388,19.223343,0.046746
226,sv3,dark,dark,1,1021.167725,1.197874,0.796618,0.880885,1.006948,21.393283,22.131571,21.334628,19.446080,0.045415
227,sv3,dark,dark,1,983.844421,1.231127,0.866857,0.798189,1.018932,21.385391,22.144009,21.215402,19.187266,0.047017
228,sv3,bright,bright,3,1203.993683,1.495792,1.254170,1.266148,0.779853,20.418888,20.911959,20.390654,19.061773,0.046247
229,sv3,bright,bright,2,773.249176,1.216522,1.678828,1.627091,0.966726,21.185635,21.713815,21.105432,19.762344,0.045687
230,sv3,bright,bright,1,666.040466,1.189347,1.367995,1.147504,1.026610,20.211874,20.562879,20.453371,19.352873,0.046969
231,sv3,bright,bright,1,686.328857,1.208895,0.925338,1.118273,1.036919,20.160011,20.171490,20.157718,19.422372,0.045551
232,sv3,bright,bright,1,309.740601,1.263948,0.916123,0.861533,0.998298,21.314307,22.055308,21.169481,19.178384,0.046705
233,sv3,bright,bright,1,529.362610,1.238649,0.981105,1.095635,0.751185,21.406653,22.079543,21.345700,19.974087,0.046515
