cluster,size,cx,cy,targetid,tileid,fiber
60,550,-34.745102,1.7882559,2305843017199651201,42660,3089
61,537,-31.187332,-5.108816,2305843031657423003,42827,1941
62,537,-34.0877,0.622333,39628417129254148,80731,4101
63,520,-32.33502,-3.964245,39628456941588531,80616,1285
64,549,-33.093643,-2.6713758,39627776562565103,1098,4697
65,567,-22.616795,-0.16178855,39633419616911665,24734,1388
66,549,-24.05913,-4.725372,39628277903524375,21357,3967
67,570,-22.318678,-3.1141713,39627485461091471,23321,4587
68,553,-25.342852,-5.4411173,39627953348282176,24392,2198
69,522,-26.848907,6.6581616,2305843035813979679,41571,1709
70,544,-27.52563,-4.9176135,39628131383903604,2267,4415
71,556,-22.79768,2.3221593,39628400033273156,11780,3468
72,536,-28.70929,-4.8964043,2305843035755262897,40528,4052
73,534,-29.856215,-4.436926,2305843037462339363,40575,1580
74,530,-30.910904,-3.8958302,2305843051311945381,41750,4816
75,549,-24.960093,5.3033395,39633497731629120,80784,1849
76,548,-22.831882,1.1327516,39633545878044902,21323,2982
77,534,-33.65119,2.6406646,39627760183813227,20878,2553
78,534,-24.650364,7.15155,39633082575228515,1931,2846
79,512,-33.434246,4.074838,39627763895766216,80732,4594
80,540,-33.536884,-1.3299206,39627678852055170,23410,4989
81,548,-30.462036,5.4489555,39633062635503701,25060,202
82,544,-27.754501,5.7238245,2305843015547099132,41627,2052
83,500,-28.482798,6.6874957,2305843025487660960,42277,3400
84,506,-29.30991,5.8202047,2305843037382640821,43084,4998
85,547,-31.503902,4.9081187,39627932812973040,24241,142
86,553,-33.035484,1.3330137,2305843035591688529,40543,1155
87,560,-31.710386,-2.7924192,39627872071059903,25193,1518
88,555,-25.227804,-3.9266746,39633163055534045,20891,3753
89,527,-23.9278,4.6754837,2305843034249529528,41499,215
90,539,-33.00452,-0.20807989,39628017214948033,24828,3090
91,550,-25.640442,6.3523803,39633345566474964,23744,1526
92,528,-23.026972,-1.3498396,2782196226064392,23161,2046
93,539,-21.904125,-1.8812543,39632957157148983,22440,902
94,559,-31.155998,-1.6806822,2305843031196080242,41239,862
95,538,-23.983433,-3.4620929,39089837542201278,83422,2701
96,516,-30.459492,-2.6749067,39633474893644385,20026,1485
97,552,-29.510418,-3.184156,39633336372563540,22307,1711
98,515,-32.035934,0.5068921,39628296652063985,24951,3659
99,523,-31.848082,1.6726663,2305843033599381558,41461,2184
100,526,-32.383804,2.6213696,2305843020626395491,41632,626
101,494,-28.577095,-3.6052756,39628081517822630,1439,982
102,518,-27.611416,-3.6412249,39628483613164311,22367,3003
103,512,-31.713,-0.5347625,2305843038070506344,43058,1627
104,496,-32.3107,-1.5018245,2305843027794461646,41674,2884
105,543,-22.532082,4.5248833,2305843023050768483,40192,1024
106,553,-24.077091,1.45408,39627982725186540,21646,2401
107,557,-28.476505,4.7728605,2305843032659886534,41497,3546
108,501,-32.154594,3.8582022,39628055269872306,24150,3683
109,549,-31.231945,3.0871418,2305843017229013274,42668,3568
110,548,-30.523691,3.9782808,39633132151901283,373,4314
111,523,-29.573689,4.536092,39628221477552389,20461,4740
112,552,-23.491394,-2.441235,39627641023627691,10314,2575
113,528,-23.362013,3.5224595,39627826676108391,9674,4327
114,536,-24.061663,-0.70948476,39628198341775655,20464,1982
115,505,-23.832731,0.362026,39628033421738427,26066,2080
116,545,-25.91188,4.3300543,39633203346017657,11314,4084
117,510,-26.363682,-4.4922767,39628105207255847,25142,445
118,523,-27.243122,4.5912886,39633103659995415,3519,4304
119,513,-26.41825,5.3268375,39628332454644675,6512,2422
120,529,-25.145338,-2.6980705,39627851078568060,25932,1760
121,487,-26.376484,-3.3883545,39633478764989803,21330,2230
122,536,-24.824305,3.8074582,2305843017707169893,42621,2933
123,500,-24.176077,2.617442,39628106511682777,7656,358
124,24041,-27.958376,0.63343114,39633531281868492,22080,1729
125,529,-24.530396,-1.7324975,2305843031657429727,42827,1675
