cluster,size,cx,cy,targetid,tileid,fiber
57,533,-20.098883,31.48624,39633336410311943,25446,1447
58,538,-15.607153,33.357616,39628442798397606,2375,3591
59,550,-19.685387,30.0744,39633482917349936,26003,1455
60,566,-11.514429,20.90239,2305843033393861516,42875,4199
61,546,-21.083406,24.178036,39628110500466161,22973,1716
62,529,-17.323177,33.54449,39633067647696990,25316,1757
63,549,-9.654125,29.45743,2305843037487503209,41159,4409
64,547,-10.04127,22.067612,2305843043531502339,42075,2579
65,540,-10.335051,28.339127,39628524562158050,21884,3786
66,535,-18.49595,32.442585,39628064426037436,25784,4780
67,564,-11.777808,32.07214,39628439711389221,8153,3951
68,535,-12.826994,20.403856,39632991743379236,379,3379
69,580,-15.251965,21.061443,39628330139389558,4388,4244
70,545,-10.664496,30.842037,2305843023621199427,40863,2313
71,574,-16.847343,32.30928,39628116359909502,22973,1750
72,569,-9.2460575,24.907877,2305843020160829930,42508,3527
73,560,-10.155585,25.846046,2305843037395222621,43084,2979
74,525,-14.491048,32.050106,39627821345148102,1722,560
75,540,-10.8159685,23.401463,39627941943969708,1708,2046
76,571,-10.065431,27.089163,2390814491672576,20062,3554
77,548,-13.8484535,21.206764,39627682744372201,26269,2883
78,543,-12.804267,21.872284,39628350435627094,4705,3823
79,505,-17.295725,20.12494,39628480236752650,6070,4277
80,514,-19.332819,25.430609,39628476793231706,3465,3995
81,511,-19.406712,26.41324,2305843040754927779,40612,4642
82,522,-15.663897,31.985277,39633203224381688,11325,4565
83,509,-21.42838,27.958895,2305843023432445343,40836,30
84,531,-19.292273,21.88221,2305843043455995899,42115,495
85,519,-10.89526,29.628654,39628098861272533,24669,1080
86,533,-18.355988,20.864101,39089837541789853,83411,2666
87,538,-18.811554,31.117733,39627965000060542,25542,3715
88,539,-16.184235,30.869017,2305843032773113657,41496,4714
89,534,-20.981394,26.31977,2305843027790266633,41673,3847
90,503,-20.479458,25.322874,39627839397431884,21049,586
91,554,-17.727406,21.978725,2305843020102116238,42509,3813
92,528,-17.850584,23.14884,39628372535413163,3941,3546
93,544,-18.935352,23.035751,2305843012787252198,42972,1045
94,542,-13.058219,31.821249,2305843012409952506,82406,4143
95,529,-11.949497,30.75189,39628423328436065,24953,3367
96,538,-16.202368,22.10879,39628353799460324,1310,4030
97,521,-16.616941,21.099335,39627902752392580,25819,1502
98,513,-19.855145,24.136559,39628003952563279,23086,1876
99,548,-15.047425,30.884266,39628193954533194,25102,565
100,524,-13.948394,30.893677,39627968221283468,80728,3877
101,539,-13.7272,22.871906,39627766378800748,25249,3783
102,526,-14.535359,22.181217,39633204977599507,25622,3030
103,509,-20.38455,27.322714,2305843043095324646,41013,284
104,533,-11.330121,22.157402,2305843042881571568,40333,4719
105,543,-15.403578,22.888277,39627676582938015,20664,1636
106,557,-19.26298,27.614529,2305843015513541334,41606,4454
107,537,-20.769562,29.157612,2305843034232791457,41515,4525
108,495,-19.751965,28.635435,39628409143297119,22591,3465
109,526,-18.73528,29.019978,39627872863783402,23247,4993
110,536,-18.270494,29.967182,2305843017669426815,42623,3894
111,538,-12.228662,29.57419,2305843032815076251,41535,1788
112,509,-11.620015,28.655144,2305843010774076256,42433,4847
113,530,-17.531559,31.319115,2305843041870583261,41039,4895
114,529,-13.070568,30.366713,39628137255932242,21277,1980
115,524,-11.398286,27.611403,39627543489288807,20296,3394
116,538,-13.01939,23.703138,2305843031858767428,41761,540
117,526,-12.160061,22.991383,2305843037269409387,40536,894
118,499,-10.590884,24.554691,39633158525685974,80736,2004
119,513,-11.223511,26.53203,39627734120401496,23223,3594
120,517,-18.7558,24.221008,2305843041162033960,40352,2885
121,528,-16.727188,23.109102,2305843012162386189,40666,2274
122,510,-17.15772,30.275362,2305843009247248949,41698,2526
123,501,-11.45893,25.3371,2305843015500962687,41606,823
124,24214,-15.374235,26.890017,39627933031075248,152,2729
125,496,-11.907557,24.22548,2305843038733209458,42510,956
