cluster,size,cx,cy,targetid,tileid,fiber
0,595,-9.51873,18.800596,2305843021142304054,41925,3443
1,584,-23.179993,30.416077,39633244940930211,22302,3453
2,578,-22.457127,21.085567,2305843012162386448,40666,1702
3,572,-20.258993,18.450138,39628181774273997,3698,2690
4,601,-6.9743447,22.173859,39633358887587704,81069,3364
5,579,-18.498093,17.542934,2305843024749492689,42284,2348
6,578,-23.456856,22.572348,39628141517341769,24955,2195
7,580,-7.4458833,30.744478,39627635118047585,23048,1000
8,579,-13.025911,34.924603,2305843037642694975,41136,4093
9,559,-6.5265756,28.532003,39628186476088509,2412,1273
10,598,-8.280895,20.61471,2305843041158080785,40620,2868
11,568,-11.593293,17.84728,2305843020966135092,41650,3511
12,585,-18.818369,34.309223,2305843031405767336,42870,4462
13,559,-10.988567,33.894352,39628180323042050,8653,4934
14,574,-13.390048,17.516222,2305843029258309482,42020,3150
15,607,-24.131718,24.493507,39627741674342973,20834,1678
16,564,-16.447666,34.94349,2305843013282227443,42958,800
17,571,-6.3157215,26.385273,2305843023570830658,40674,1128
18,574,-21.737934,31.995472,2305843042994619803,40341,1192
19,574,-15.081083,16.813637,39633384783220340,20001,2751
20,564,-6.326642,24.377308,39628183800123856,25978,4752
21,570,-23.855162,26.238575,39627917809943693,24162,3275
22,575,-21.259014,19.807878,39627736683119672,24869,3785
23,588,-8.792717,32.610878,2305843029174400394,42055,1955
24,570,-23.494444,28.063736,39627832766240327,26266,1344
25,539,-16.690882,17.385622,2305843031850380670,41759,3134
26,572,-14.930427,18.478336,2782195131351054,27600,2684
27,557,-7.7207813,27.336643,2305843043267275308,42125,615
28,547,-9.98273,20.58749,39632940765808055,80885,2417
29,577,-11.312782,19.516668,2305843017073824293,42669,4417
30,564,-22.561312,24.094069,39633267145574738,22185,4615
31,578,-18.632786,19.323965,39633300905526091,25356,1223
32,566,-22.11306,25.390009,39633118797234703,367,4619
33,555,-21.199778,30.407507,2305843032215301408,41489,340
34,557,-19.986666,32.997482,39633212791588712,22341,1846
35,557,-21.707783,22.721851,2305843031510643176,41280,4527
36,553,-9.220971,30.858711,39633367888562209,22881,4506
37,552,-20.758482,21.512259,2305843012405722642,82406,4485
38,573,-8.255646,29.270155,39627767096017850,3273,3468
39,558,-10.386435,32.350674,2305843027836408945,41673,3646
40,555,-22.292128,29.039982,39627661080790410,23415,3624
41,557,-22.330124,26.86997,2305843023122189185,40856,1392
42,548,-14.741646,34.60771,2305843042088679595,40500,4488
43,563,-15.7763815,19.744144,39627735936532633,3419,3126
44,565,-14.366196,19.842905,39628210530419774,21101,2843
45,569,-19.715256,20.45204,39628446510353917,21064,3461
46,561,-12.558008,33.278294,39628076224613668,24205,2068
47,533,-13.053954,19.115181,2305843040348346228,42946,3965
48,571,-8.663677,22.347536,2305843019993061066,42380,3729
49,540,-8.9935255,27.98976,2305843021691755296,40092,3434
50,552,-7.980059,23.909258,2305843021779831471,40125,678
51,559,-8.821814,26.372807,39628433096966377,22695,3029
52,538,-7.807157,25.429247,39627985640227124,26065,3
53,550,-16.954708,18.877062,39633160979352666,24274,1242
54,561,-9.485709,23.576733,39627690289924350,21534,4531
55,558,-13.9392,33.153065,39627637089375272,22146,1052
56,528,-20.31392,22.877802,2305843017296123590,42645,151
