cluster,size,cx,cy,targetid,tileid,fiber
87,499,-11.19466,10.598882,39627751019251713,7206,4846
88,494,-6.3729935,3.4597635,39633349328767167,20036,327
89,542,-12.954698,8.4781,39632941667584241,11128,3481
90,513,-12.902578,9.503898,39627695335671976,7180,1450
91,504,-9.81386,1.6940368,39633203740281718,23524,898
92,497,-5.5952845,6.6354384,39627850369733389,6580,3864
93,466,-14.528657,6.6684,39627526623988622,7397,833
94,489,-5.490474,5.640777,39628481356630836,8461,4720
95,465,-12.130694,1.6760229,39633100518457751,11150,4550
96,491,-8.786914,1.9226884,39627808623828256,25970,4678
97,497,-6.6190825,2.469319,2305843014972480962,41620,2872
98,489,-6.7351484,4.5251994,39628250078514869,7751,1142
99,516,-12.756886,2.4220362,39633513200224990,21609,1953
100,489,-8.253482,2.792903,39627956242352704,25190,1601
101,439,-7.3721833,3.9533567,39627784607239616,22111,4163
102,429,-7.5922294,3.1891322,39628449412809745,21185,1388
103,474,-13.774148,7.278999,39627928799024256,25551,2494
104,480,-11.135802,2.3274817,39628497697643336,20888,1143
105,557,-6.3279305,5.4298377,39627675244956198,6541,561
106,431,-11.82222,8.809798,39627972105211503,20704,2463
107,932,-10.761045,9.043034,39633263404257009,81064,1941
108,607,-10.169421,2.6531034,2305843031749715890,41294,2583
109,540,-9.226954,2.7186086,39633477267620411,24721,1957
110,483,-9.661793,9.652962,39628117161020416,9897,967
111,477,-6.4443636,7.92662,39627685642638141,10492,4984
112,563,-9.101503,8.96003,39628033379798797,24514,4678
113,516,-12.144343,7.9811983,39633285252386600,22510,4476
114,480,-12.734808,7.3403425,39627609285333960,25582,1457
115,431,-12.955325,6.4789343,39628385055411937,21805,1533
116,367,-13.480637,5.8614473,39628267187081167,25169,1252
117,453,-13.603052,4.904662,39627485825993312,26131,1553
118,495,-6.3579288,7.15342,39627520609355289,20136,4647
119,553,-11.200458,3.2512815,39628363609934276,2971,3456
120,475,-12.160193,3.2509248,39627604206029762,1143,3696
121,443,-12.458657,3.9931626,39627717687117501,1869,2315
122,499,-12.7557535,4.888585,39627711999642697,22100,3466
123,17230,-9.614931,5.960494,39627829930889769,20460,2952
124,649,-7.6506796,8.574438,39633377787118496,22200,1032
